pert_iname,target,broad_id
topiramate,SCN11A,BRD-K29653726-001-15-9
topiramate,SCN11A,BRD-K29653726-001-13-4
topiramate,SCN1A,BRD-K29653726-001-16-7
topiramate,SCN1A,BRD-K29653726-001-14-2
topiramate,SCN1A,BRD-K29653726-001-15-9
topiramate,SCN1A,BRD-K29653726-001-13-4
topiramate,SCN2A,BRD-K29653726-001-16-7
topiramate,SCN2A,BRD-K29653726-001-14-2
topiramate,SCN2A,BRD-K29653726-001-15-9
topiramate,SCN2A,BRD-K29653726-001-13-4
topiramate,SCN3A,BRD-K29653726-001-16-7
topiramate,SCN3A,BRD-K29653726-001-14-2
topiramate,SCN3A,BRD-K29653726-001-15-9
topiramate,SCN3A,BRD-K29653726-001-13-4
topiramate,SCN4A,BRD-K29653726-001-16-7
topiramate,SCN4A,BRD-K29653726-001-14-2
topiramate,SCN4A,BRD-K29653726-001-15-9
topiramate,SCN4A,BRD-K29653726-001-13-4
topiramate,SCN5A,BRD-K29653726-001-16-7
topiramate,SCN5A,BRD-K29653726-001-14-2
topiramate,SCN5A,BRD-K29653726-001-15-9
topiramate,SCN5A,BRD-K29653726-001-13-4
topiramate,SCN7A,BRD-K29653726-001-16-7
topiramate,SCN7A,BRD-K29653726-001-14-2
topiramate,SCN7A,BRD-K29653726-001-15-9
topiramate,SCN7A,BRD-K29653726-001-13-4
topiramate,SCN8A,BRD-K29653726-001-16-7
topiramate,SCN8A,BRD-K29653726-001-14-2
topiramate,SCN8A,BRD-K29653726-001-15-9
topiramate,SCN8A,BRD-K29653726-001-13-4
topiramate,SCN9A,BRD-K29653726-001-16-7
topiramate,SCN9A,BRD-K29653726-001-14-2
topiramate,SCN9A,BRD-K29653726-001-15-9
topiramate,SCN9A,BRD-K29653726-001-13-4
topiroxostat,XDH,BRD-K77561571-001-01-1
topotecan,TOP1,BRD-K55696337-003-22-8
topotecan,TOP1,BRD-K55696337-003-25-1
topotecan,TOP1,BRD-K55696337-003-21-0
topotecan,TOP1,BRD-K55696337-003-23-6
topotecan,TOP1,BRD-K55696337-003-24-4
topotecan,TOP1,BRD-K55696337-003-20-2
topotecan,TOP1MT,BRD-K55696337-003-22-8
topotecan,TOP1MT,BRD-K55696337-003-25-1
topotecan,TOP1MT,BRD-K55696337-003-21-0
topotecan,TOP1MT,BRD-K55696337-003-23-6
topotecan,TOP1MT,BRD-K55696337-003-24-4
topotecan,TOP1MT,BRD-K55696337-003-20-2
torasemide,SLC12A1,BRD-K30480208-001-18-5
torasemide,SLC12A1,BRD-K30480208-001-17-7
torcetrapib,CETP,BRD-K55675242-001-02-2
torcetrapib,CETP,BRD-K55675242-001-03-0
torcitabine,DCK,BRD-K91822704-003-07-2
torcitabine,TK2,BRD-K91822704-003-07-2
toremifene,ESR1,BRD-K51350053-048-16-5
toremifene,ESR1,BRD-K51350053-048-17-3
toremifene,ESR1,BRD-K51350053-048-15-7
torin-1,MTOR,BRD-K40175214-001-11-6
torin-1,MTOR,BRD-K40175214-001-13-2
torin-2,MTOR,BRD-K68174511-001-06-6
torin-2,MTOR,BRD-K68174511-001-08-2
tosedostat,ANPEP,BRD-K92241597-001-09-4
tosedostat,ANPEP,BRD-K92241597-001-06-0
tosedostat,ANPEP,BRD-K92241597-001-11-0
tosedostat,ANPEP,BRD-K92241597-001-05-2
tosedostat,LAP3,BRD-K92241597-001-09-4
tosedostat,LAP3,BRD-K92241597-001-06-0
tosedostat,LAP3,BRD-K92241597-001-11-0
tosedostat,LAP3,BRD-K92241597-001-05-2
tosedostat,NPEPPS,BRD-K92241597-001-09-4
tosedostat,NPEPPS,BRD-K92241597-001-06-0
tosedostat,NPEPPS,BRD-K92241597-001-11-0
tosedostat,NPEPPS,BRD-K92241597-001-05-2
toyocamycin,ERN1,BRD-K26420709-001-01-7
tozadenant,ADORA2A,BRD-K93045741-001-01-0
tozasertib,AURKA,BRD-K59369769-001-23-7
tozasertib,AURKA,BRD-K59369769-001-20-3
tozasertib,AURKB,BRD-K59369769-001-23-7
tozasertib,AURKB,BRD-K59369769-001-20-3
tozasertib,AURKC,BRD-K59369769-001-23-7
tozasertib,AURKC,BRD-K59369769-001-20-3
tozasertib,LCK,BRD-K59369769-001-23-7
tozasertib,LCK,BRD-K59369769-001-20-3
TP-003,GABRA1,BRD-K87941707-001-01-0
TP-003,GABRA2,BRD-K87941707-001-01-0
TP-003,GABRA3,BRD-K87941707-001-01-0
TP-003,GABRA5,BRD-K87941707-001-01-0
TP-0903,AXL,BRD-K84034737-001-01-1
TPCA-1,IKBKB,BRD-K51575138-001-15-7
TPCA-1,IKBKB,BRD-K51575138-001-13-2
TPCA-1,IKBKB,BRD-K51575138-001-12-4
tracazolate,GABRA1,BRD-K34154330-003-06-4
TRAM-34,KCNN4,BRD-K30071764-001-03-0
TRAM-34,KCNN4,BRD-K30071764-001-02-2
TRAM-39,KCNN4,BRD-K81341251-001-01-9
tramadol,CHRFAM7A,BRD-K51033547-003-02-6
tramadol,CHRM3,BRD-K51033547-003-02-6
tramadol,GRIN3A,BRD-K51033547-003-02-6
tramadol,HTR2C,BRD-K51033547-003-02-6
tramadol,OPRD1,BRD-K51033547-003-02-6
tramadol,OPRK1,BRD-K51033547-003-02-6
tramadol,OPRM1,BRD-K51033547-003-02-6
tramadol,SLC6A2,BRD-K51033547-003-02-6
tramadol,SLC6A4,BRD-K51033547-003-02-6
trametinib,MAP2K1,BRD-K12343256-001-18-8
trametinib,MAP2K1,BRD-K12343256-001-14-7
trametinib,MAP2K1,BRD-K12343256-001-11-3
trametinib,MAP2K1,BRD-K12343256-001-08-9
trametinib,MAP2K2,BRD-K12343256-001-18-8
trametinib,MAP2K2,BRD-K12343256-001-14-7
trametinib,MAP2K2,BRD-K12343256-001-11-3
trametinib,MAP2K2,BRD-K12343256-001-08-9
tramiprosate,APP,BRD-K82234479-001-09-4
trandolapril,ACE,BRD-A32505112-001-04-4
tranexamic-acid,PLG,BRD-K15014948-001-11-1
tranexamic-acid,PLG,BRD-K15014948-001-10-3
tranexamic-acid,PLG,BRD-K15014948-213-01-3
tranexamic-acid,PLG,BRD-K15014948-001-09-5
tranexamic-acid,PLG,BRD-K15014948-001-12-9
tranilast,HPGDS,BRD-K17849083-001-32-9
tranilast,HPGDS,BRD-K17849083-001-34-5
tranilast,HPGDS,BRD-K17849083-001-31-1
tranilast,HPGDS,BRD-K17849083-001-29-5
tranilast,HPGDS,BRD-K17849083-001-30-3
tranilast,HRH1,BRD-K17849083-001-32-9
tranilast,HRH1,BRD-K17849083-001-34-5
tranilast,HRH1,BRD-K17849083-001-31-1
tranilast,HRH1,BRD-K17849083-001-29-5
tranilast,HRH1,BRD-K17849083-001-30-3
tranylcypromine,KDM1A,BRD-K88809146-003-04-7
tranylcypromine,KDM1A,BRD-K47029922-003-10-9
tranylcypromine,KDM1A,BRD-A43974575-065-05-1
tranylcypromine,KDM1A,BRD-K47029922-003-12-5
tranylcypromine,KDM1A,BRD-K47029922-003-11-7
tranylcypromine,MAOA,BRD-K88809146-003-04-7
tranylcypromine,MAOA,BRD-K47029922-003-10-9
tranylcypromine,MAOA,BRD-A43974575-065-05-1
tranylcypromine,MAOA,BRD-K47029922-003-12-5
tranylcypromine,MAOA,BRD-K47029922-003-11-7
tranylcypromine,MAOB,BRD-K88809146-003-04-7
tranylcypromine,MAOB,BRD-K47029922-003-10-9
tranylcypromine,MAOB,BRD-A43974575-065-05-1
tranylcypromine,MAOB,BRD-K47029922-003-12-5
tranylcypromine,MAOB,BRD-K47029922-003-11-7
trap-101,OPRL1,BRD-K69837166-003-02-0
trap-101,OPRL1,BRD-K69837166-003-03-8
trapidil,PDGFRA,BRD-K95763993-001-19-3
travoprost,PTGFR,BRD-K23976833-001-01-0
traxoprodil,GRIN2B,BRD-K38158531-001-02-1
trazodone,ADRA1A,BRD-K70778732-003-27-5
trazodone,ADRA1A,BRD-K70778732-003-26-7
trazodone,ADRA2A,BRD-K70778732-003-27-5
trazodone,ADRA2A,BRD-K70778732-003-26-7
trazodone,HRH1,BRD-K70778732-003-27-5
trazodone,HRH1,BRD-K70778732-003-26-7
trazodone,HTR1A,BRD-K70778732-003-27-5
trazodone,HTR1A,BRD-K70778732-003-26-7
trazodone,HTR2A,BRD-K70778732-003-27-5
trazodone,HTR2A,BRD-K70778732-003-26-7
trazodone,HTR2B,BRD-K70778732-003-27-5
trazodone,HTR2B,BRD-K70778732-003-26-7
trazodone,HTR2C,BRD-K70778732-003-27-5
trazodone,HTR2C,BRD-K70778732-003-26-7
trazodone,SLC6A4,BRD-K70778732-003-27-5
trazodone,SLC6A4,BRD-K70778732-003-26-7
trelagliptin,DPP4,BRD-A88369366-001-01-7
trepibutone,CHRM1,BRD-K37543758-001-01-3
trepibutone,CHRM2,BRD-K37543758-001-01-3
trepibutone,CHRM3,BRD-K37543758-001-01-3
trepibutone,CHRM4,BRD-K37543758-001-01-3
trequinsin,PDE5A,BRD-K84663978-003-02-9
trequinsin,PDE5A,BRD-K84663978-003-03-7
tretazicar,NQO2,BRD-K08748705-001-08-2
tretinoin,ALDH1A1,BRD-K71879491-001-51-5
tretinoin,ALDH1A1,BRD-K71879491-001-44-0
tretinoin,ALDH1A1,BRD-K71879491-001-47-3
tretinoin,ALDH1A1,BRD-K71879491-001-48-1
tretinoin,ALDH1A1,BRD-K71879491-001-38-2
tretinoin,ALDH1A1,BRD-K71879491-001-37-4
tretinoin,ALDH1A1,BRD-K71879491-001-39-0
tretinoin,ALDH1A2,BRD-K71879491-001-51-5
tretinoin,ALDH1A2,BRD-K71879491-001-44-0
tretinoin,ALDH1A2,BRD-K71879491-001-47-3
tretinoin,ALDH1A2,BRD-K71879491-001-48-1
tretinoin,ALDH1A2,BRD-K71879491-001-38-2
tretinoin,ALDH1A2,BRD-K71879491-001-37-4
tretinoin,ALDH1A2,BRD-K71879491-001-39-0
tretinoin,GPRC5A,BRD-K71879491-001-51-5
tretinoin,GPRC5A,BRD-K71879491-001-44-0
tretinoin,GPRC5A,BRD-K71879491-001-47-3
tretinoin,GPRC5A,BRD-K71879491-001-48-1
tretinoin,GPRC5A,BRD-K71879491-001-38-2
tretinoin,GPRC5A,BRD-K71879491-001-37-4
tretinoin,GPRC5A,BRD-K71879491-001-39-0
tretinoin,NR0B1,BRD-K71879491-001-51-5
tretinoin,NR0B1,BRD-K71879491-001-44-0
tretinoin,NR0B1,BRD-K71879491-001-47-3
tretinoin,NR0B1,BRD-K71879491-001-48-1
tretinoin,NR0B1,BRD-K71879491-001-38-2
tretinoin,NR0B1,BRD-K71879491-001-37-4
tretinoin,NR0B1,BRD-K71879491-001-39-0
tretinoin,NR2C2,BRD-K71879491-001-51-5
tretinoin,NR2C2,BRD-K71879491-001-44-0
tretinoin,NR2C2,BRD-K71879491-001-47-3
tretinoin,NR2C2,BRD-K71879491-001-48-1
tretinoin,NR2C2,BRD-K71879491-001-38-2
tretinoin,NR2C2,BRD-K71879491-001-37-4
tretinoin,NR2C2,BRD-K71879491-001-39-0
tretinoin,PPARD,BRD-K71879491-001-51-5
tretinoin,PPARD,BRD-K71879491-001-44-0
tretinoin,PPARD,BRD-K71879491-001-47-3
tretinoin,PPARD,BRD-K71879491-001-48-1
tretinoin,PPARD,BRD-K71879491-001-38-2
tretinoin,PPARD,BRD-K71879491-001-37-4
tretinoin,PPARD,BRD-K71879491-001-39-0
tretinoin,RARA,BRD-K71879491-001-51-5
tretinoin,RARA,BRD-K71879491-001-44-0
tretinoin,RARA,BRD-K71879491-001-47-3
tretinoin,RARA,BRD-K71879491-001-48-1
tretinoin,RARA,BRD-K71879491-001-38-2
tretinoin,RARA,BRD-K71879491-001-37-4
tretinoin,RARA,BRD-K71879491-001-39-0
tretinoin,RARB,BRD-K71879491-001-51-5
tretinoin,RARB,BRD-K71879491-001-44-0
tretinoin,RARB,BRD-K71879491-001-47-3
tretinoin,RARB,BRD-K71879491-001-48-1
tretinoin,RARB,BRD-K71879491-001-38-2
tretinoin,RARB,BRD-K71879491-001-37-4
tretinoin,RARB,BRD-K71879491-001-39-0
tretinoin,RARG,BRD-K71879491-001-51-5
tretinoin,RARG,BRD-K71879491-001-44-0
tretinoin,RARG,BRD-K71879491-001-47-3
tretinoin,RARG,BRD-K71879491-001-48-1
tretinoin,RARG,BRD-K71879491-001-38-2
tretinoin,RARG,BRD-K71879491-001-37-4
tretinoin,RARG,BRD-K71879491-001-39-0
tretinoin,RARRES1,BRD-K71879491-001-51-5
tretinoin,RARRES1,BRD-K71879491-001-44-0
tretinoin,RARRES1,BRD-K71879491-001-47-3
tretinoin,RARRES1,BRD-K71879491-001-48-1
tretinoin,RARRES1,BRD-K71879491-001-38-2
tretinoin,RARRES1,BRD-K71879491-001-37-4
tretinoin,RARRES1,BRD-K71879491-001-39-0
tretinoin,RORB,BRD-K71879491-001-51-5
tretinoin,RORB,BRD-K71879491-001-44-0
tretinoin,RORB,BRD-K71879491-001-47-3
tretinoin,RORB,BRD-K71879491-001-48-1
tretinoin,RORB,BRD-K71879491-001-38-2
tretinoin,RORB,BRD-K71879491-001-37-4
tretinoin,RORB,BRD-K71879491-001-39-0
tretinoin,RORC,BRD-K71879491-001-51-5
tretinoin,RORC,BRD-K71879491-001-44-0
tretinoin,RORC,BRD-K71879491-001-47-3
tretinoin,RORC,BRD-K71879491-001-48-1
tretinoin,RORC,BRD-K71879491-001-38-2
tretinoin,RORC,BRD-K71879491-001-37-4
tretinoin,RORC,BRD-K71879491-001-39-0
tretinoin,RXRB,BRD-K71879491-001-51-5
tretinoin,RXRB,BRD-K71879491-001-44-0
tretinoin,RXRB,BRD-K71879491-001-47-3
tretinoin,RXRB,BRD-K71879491-001-48-1
tretinoin,RXRB,BRD-K71879491-001-38-2
tretinoin,RXRB,BRD-K71879491-001-37-4
tretinoin,RXRB,BRD-K71879491-001-39-0
tretinoin,RXRG,BRD-K71879491-001-51-5
tretinoin,RXRG,BRD-K71879491-001-44-0
tretinoin,RXRG,BRD-K71879491-001-47-3
tretinoin,RXRG,BRD-K71879491-001-48-1
tretinoin,RXRG,BRD-K71879491-001-38-2
tretinoin,RXRG,BRD-K71879491-001-37-4
tretinoin,RXRG,BRD-K71879491-001-39-0
triamcinolone,NR3C1,BRD-K77554836-001-11-6
triamcinolone,NR3C1,BRD-K77554836-001-14-0
triamcinolone,NR3C1,BRD-K77554836-001-13-2
triamcinolone,SERPINA6,BRD-K77554836-001-11-6
triamcinolone,SERPINA6,BRD-K77554836-001-14-0
triamcinolone,SERPINA6,BRD-K77554836-001-13-2
triamcinolone-acetonide,NR3C1,BRD-A92439610-001-04-0
triamcinolone-acetonide,NR3C1,BRD-A92439610-001-05-7
triamterene,SCNN1A,BRD-K92049597-001-20-8
triamterene,SCNN1A,BRD-K92049597-001-19-0
triamterene,SCNN1B,BRD-K92049597-001-20-8
triamterene,SCNN1B,BRD-K92049597-001-19-0
triamterene,SCNN1D,BRD-K92049597-001-20-8
triamterene,SCNN1D,BRD-K92049597-001-19-0
triamterene,SCNN1G,BRD-K92049597-001-20-8
triamterene,SCNN1G,BRD-K92049597-001-19-0
triapine,RRM1,BRD-K01669786-001-03-0
triapine,RRM1,BRD-K01669786-001-01-4
triapine,RRM1,BRD-K01669786-001-02-2
triapine,RRM2,BRD-K01669786-001-03-0
triapine,RRM2,BRD-K01669786-001-01-4
triapine,RRM2,BRD-K01669786-001-02-2
triazolam,GABRA1,BRD-K76890464-001-02-3
triazolam,GABRA2,BRD-K76890464-001-02-3
triazolam,GABRA3,BRD-K76890464-001-02-3
triazolam,GABRA4,BRD-K76890464-001-02-3
triazolam,GABRA5,BRD-K76890464-001-02-3
triazolam,GABRA6,BRD-K76890464-001-02-3
triazolam,GABRB1,BRD-K76890464-001-02-3
triazolam,GABRB2,BRD-K76890464-001-02-3
triazolam,GABRB3,BRD-K76890464-001-02-3
triazolam,GABRD,BRD-K76890464-001-02-3
triazolam,GABRE,BRD-K76890464-001-02-3
triazolam,GABRG1,BRD-K76890464-001-02-3
triazolam,GABRG2,BRD-K76890464-001-02-3
triazolam,GABRG3,BRD-K76890464-001-02-3
triazolam,GABRP,BRD-K76890464-001-02-3
triazolam,GABRQ,BRD-K76890464-001-02-3
triazolam,GABRR1,BRD-K76890464-001-02-3
triazolam,GABRR2,BRD-K76890464-001-02-3
triazolam,GABRR3,BRD-K76890464-001-02-3
triazolam,TSPO,BRD-K76890464-001-02-3
trichlormethiazide,ATP1A1,BRD-A28940325-001-23-2
trichlormethiazide,ATP1A1,BRD-A28940325-001-24-0
trichlormethiazide,ATP1A1,BRD-A28940325-001-25-7
trichlormethiazide,CA1,BRD-A28940325-001-23-2
trichlormethiazide,CA1,BRD-A28940325-001-24-0
trichlormethiazide,CA1,BRD-A28940325-001-25-7
trichlormethiazide,CA2,BRD-A28940325-001-23-2
trichlormethiazide,CA2,BRD-A28940325-001-24-0
trichlormethiazide,CA2,BRD-A28940325-001-25-7
trichlormethiazide,CA4,BRD-A28940325-001-23-2
trichlormethiazide,CA4,BRD-A28940325-001-24-0
trichlormethiazide,CA4,BRD-A28940325-001-25-7
trichlormethiazide,SLC12A1,BRD-A28940325-001-23-2
trichlormethiazide,SLC12A1,BRD-A28940325-001-24-0
trichlormethiazide,SLC12A1,BRD-A28940325-001-25-7
trichlormethiazide,SLC12A3,BRD-A28940325-001-23-2
trichlormethiazide,SLC12A3,BRD-A28940325-001-24-0
trichlormethiazide,SLC12A3,BRD-A28940325-001-25-7
trichostatin-a,HDAC1,BRD-K68202742-001-16-5
trichostatin-a,HDAC1,BRD-K68202742-001-13-2
trichostatin-a,HDAC10,BRD-K68202742-001-16-5
trichostatin-a,HDAC10,BRD-K68202742-001-13-2
trichostatin-a,HDAC2,BRD-K68202742-001-16-5
trichostatin-a,HDAC2,BRD-K68202742-001-13-2
trichostatin-a,HDAC3,BRD-K68202742-001-16-5
trichostatin-a,HDAC3,BRD-K68202742-001-13-2
trichostatin-a,HDAC4,BRD-K68202742-001-16-5
trichostatin-a,HDAC4,BRD-K68202742-001-13-2
trichostatin-a,HDAC5,BRD-K68202742-001-16-5
trichostatin-a,HDAC5,BRD-K68202742-001-13-2
trichostatin-a,HDAC6,BRD-K68202742-001-16-5
trichostatin-a,HDAC6,BRD-K68202742-001-13-2
trichostatin-a,HDAC7,BRD-K68202742-001-16-5
trichostatin-a,HDAC7,BRD-K68202742-001-13-2
trichostatin-a,HDAC8,BRD-K68202742-001-16-5
trichostatin-a,HDAC8,BRD-K68202742-001-13-2
trichostatin-a,HDAC9,BRD-K68202742-001-16-5
trichostatin-a,HDAC9,BRD-K68202742-001-13-2
triciribine,AKT1,BRD-K80431395-001-04-0
triciribine,AKT1,BRD-K80431395-001-08-1
triciribine,AKT1,BRD-K80431395-001-09-9
triciribine,AKT1,BRD-K80431395-001-07-3
triciribine,AKT2,BRD-K80431395-001-04-0
triciribine,AKT2,BRD-K80431395-001-08-1
triciribine,AKT2,BRD-K80431395-001-09-9
triciribine,AKT2,BRD-K80431395-001-07-3
triciribine,AKT3,BRD-K80431395-001-04-0
triciribine,AKT3,BRD-K80431395-001-08-1
triciribine,AKT3,BRD-K80431395-001-09-9
triciribine,AKT3,BRD-K80431395-001-07-3
triclabendazole,DNMT1,BRD-K81916719-001-14-7
triclabendazole,DNMT1,BRD-K81916719-001-13-9
triclosan,DNMT1,BRD-K41731458-001-15-1
tridihexethyl,CHRM1,BRD-A22152765-003-10-0
tridihexethyl,CHRM2,BRD-A22152765-003-10-0
tridihexethyl,CHRM3,BRD-A22152765-003-10-0
trientine,CA14,BRD-K37111771-300-02-6
trifluoperazine,ADRA1A,BRD-K89732114-300-15-4
trifluoperazine,ADRA1A,BRD-K89732114-300-14-7
trifluoperazine,ADRA1A,BRD-K89732114-300-13-9
trifluoperazine,CALM1,BRD-K89732114-300-15-4
trifluoperazine,CALM1,BRD-K89732114-300-14-7
trifluoperazine,CALM1,BRD-K89732114-300-13-9
trifluoperazine,CALY,BRD-K89732114-300-15-4
trifluoperazine,CALY,BRD-K89732114-300-14-7
trifluoperazine,CALY,BRD-K89732114-300-13-9
trifluoperazine,DRD2,BRD-K89732114-300-15-4
trifluoperazine,DRD2,BRD-K89732114-300-14-7
trifluoperazine,DRD2,BRD-K89732114-300-13-9
trifluoperazine,DRD4,BRD-K89732114-300-15-4
trifluoperazine,DRD4,BRD-K89732114-300-14-7
trifluoperazine,DRD4,BRD-K89732114-300-13-9
trifluoperazine,HRH1,BRD-K89732114-300-15-4
trifluoperazine,HRH1,BRD-K89732114-300-14-7
trifluoperazine,HRH1,BRD-K89732114-300-13-9
trifluoperazine,HTR2A,BRD-K89732114-300-15-4
trifluoperazine,HTR2A,BRD-K89732114-300-14-7
trifluoperazine,HTR2A,BRD-K89732114-300-13-9
trifluoperazine,HTR2C,BRD-K89732114-300-15-4
trifluoperazine,HTR2C,BRD-K89732114-300-14-7
trifluoperazine,HTR2C,BRD-K89732114-300-13-9
trifluoperazine,S100A4,BRD-K89732114-300-15-4
trifluoperazine,S100A4,BRD-K89732114-300-14-7
trifluoperazine,S100A4,BRD-K89732114-300-13-9
trifluoperazine,TNNC1,BRD-K89732114-300-15-4
trifluoperazine,TNNC1,BRD-K89732114-300-14-7
trifluoperazine,TNNC1,BRD-K89732114-300-13-9
triflupromazine,CHRM1,BRD-K63675182-003-23-6
triflupromazine,CHRM1,BRD-K63675182-003-22-8
triflupromazine,CHRM2,BRD-K63675182-003-23-6
triflupromazine,CHRM2,BRD-K63675182-003-22-8
triflupromazine,DRD1,BRD-K63675182-003-23-6
triflupromazine,DRD1,BRD-K63675182-003-22-8
triflupromazine,DRD2,BRD-K63675182-003-23-6
triflupromazine,DRD2,BRD-K63675182-003-22-8
triflupromazine,HTR2B,BRD-K63675182-003-23-6
triflupromazine,HTR2B,BRD-K63675182-003-22-8
trifluridine,TYMS,BRD-K03243820-001-23-8
trifluridine,TYMS,BRD-K03243820-001-24-6
trifluridine,TYMS,BRD-K03243820-001-25-3
trifluridine,TYMS,BRD-K03243820-001-22-0
triflusal,NFKB1,BRD-K71696703-001-08-7
triflusal,NFKB1,BRD-K71696703-001-11-1
triflusal,NFKB1,BRD-K71696703-001-07-9
triflusal,NFKB1,BRD-K71696703-001-09-5
triflusal,NFKB1,BRD-K71696703-001-06-1
triflusal,NOS2,BRD-K71696703-001-08-7
triflusal,NOS2,BRD-K71696703-001-11-1
triflusal,NOS2,BRD-K71696703-001-07-9
triflusal,NOS2,BRD-K71696703-001-09-5
triflusal,NOS2,BRD-K71696703-001-06-1
triflusal,PDE10A,BRD-K71696703-001-08-7
triflusal,PDE10A,BRD-K71696703-001-11-1
triflusal,PDE10A,BRD-K71696703-001-07-9
triflusal,PDE10A,BRD-K71696703-001-09-5
triflusal,PDE10A,BRD-K71696703-001-06-1
triflusal,PTGS1,BRD-K71696703-001-08-7
triflusal,PTGS1,BRD-K71696703-001-11-1
triflusal,PTGS1,BRD-K71696703-001-07-9
triflusal,PTGS1,BRD-K71696703-001-09-5
triflusal,PTGS1,BRD-K71696703-001-06-1
trihexyphenidyl,CHRM1,BRD-A48180038-003-24-3
trihexyphenidyl,CHRM2,BRD-A48180038-003-24-3
trihexyphenidyl,CHRM3,BRD-A48180038-003-24-3
trihexyphenidyl,CHRM4,BRD-A48180038-003-24-3
trihexyphenidyl,CHRM5,BRD-A48180038-003-24-3
trilostane,ESR1,BRD-A04497688-001-05-9
trilostane,ESR1,BRD-A04497688-001-03-4
trilostane,ESR1,BRD-A04497688-001-04-2
trilostane,ESR2,BRD-A04497688-001-05-9
trilostane,ESR2,BRD-A04497688-001-03-4
trilostane,ESR2,BRD-A04497688-001-04-2
trilostane,HSD3B1,BRD-A04497688-001-05-9
trilostane,HSD3B1,BRD-A04497688-001-03-4
trilostane,HSD3B1,BRD-A04497688-001-04-2
trilostane,HSD3B2,BRD-A04497688-001-05-9
trilostane,HSD3B2,BRD-A04497688-001-03-4
trilostane,HSD3B2,BRD-A04497688-001-04-2
trimebutine,OPRD1,BRD-A92630576-050-24-1
trimebutine,OPRD1,BRD-A92630576-001-02-0
trimebutine,OPRK1,BRD-A92630576-050-24-1
trimebutine,OPRK1,BRD-A92630576-001-02-0
trimebutine,OPRM1,BRD-A92630576-050-24-1
trimebutine,OPRM1,BRD-A92630576-001-02-0
trimeprazine,HRH1,BRD-M58473998-046-01-0
trimetazidine,ACAA2,BRD-K88366685-300-06-0
trimethadione,CACNA1G,BRD-K16606819-001-10-1
trimethadione,CACNA1G,BRD-K16606819-001-13-5
trimethadione,CACNA1G,BRD-K16606819-001-12-7
trimethadione,CACNA1G,BRD-K16606819-001-11-9
trimethadione,CACNA1H,BRD-K16606819-001-10-1
trimethadione,CACNA1H,BRD-K16606819-001-13-5
trimethadione,CACNA1H,BRD-K16606819-001-12-7
trimethadione,CACNA1H,BRD-K16606819-001-11-9
trimethadione,CACNA1I,BRD-K16606819-001-10-1
trimethadione,CACNA1I,BRD-K16606819-001-13-5
trimethadione,CACNA1I,BRD-K16606819-001-12-7
trimethadione,CACNA1I,BRD-K16606819-001-11-9
trimethobenzamide,DRD2,BRD-K34415467-003-13-0
trimethoprim,DHFR,BRD-K07208025-001-31-3
trimethoprim,DHFR,BRD-K07208025-001-29-7
trimethoprim,TYMS,BRD-K07208025-001-31-3
trimethoprim,TYMS,BRD-K07208025-001-29-7
trimethoquinol,ADRB2,BRD-A56241705-003-01-2
trimethoquinol,ADRB3,BRD-A56241705-003-01-2
trimipramine,ADRA1A,BRD-A19195498-050-14-1
trimipramine,ADRA1A,BRD-A19195498-050-13-3
trimipramine,ADRA1B,BRD-A19195498-050-14-1
trimipramine,ADRA1B,BRD-A19195498-050-13-3
trimipramine,ADRA2A,BRD-A19195498-050-14-1
trimipramine,ADRA2A,BRD-A19195498-050-13-3
trimipramine,ADRA2B,BRD-A19195498-050-14-1
trimipramine,ADRA2B,BRD-A19195498-050-13-3
trimipramine,ADRB1,BRD-A19195498-050-14-1
trimipramine,ADRB1,BRD-A19195498-050-13-3
trimipramine,ADRB2,BRD-A19195498-050-14-1
trimipramine,ADRB2,BRD-A19195498-050-13-3
trimipramine,ADRB3,BRD-A19195498-050-14-1
trimipramine,ADRB3,BRD-A19195498-050-13-3
trimipramine,CHRM1,BRD-A19195498-050-14-1
trimipramine,CHRM1,BRD-A19195498-050-13-3
trimipramine,CHRM2,BRD-A19195498-050-14-1
trimipramine,CHRM2,BRD-A19195498-050-13-3
trimipramine,CHRM3,BRD-A19195498-050-14-1
trimipramine,CHRM3,BRD-A19195498-050-13-3
trimipramine,CHRM4,BRD-A19195498-050-14-1
trimipramine,CHRM4,BRD-A19195498-050-13-3
trimipramine,CHRM5,BRD-A19195498-050-14-1
trimipramine,CHRM5,BRD-A19195498-050-13-3
trimipramine,DRD1,BRD-A19195498-050-14-1
trimipramine,DRD1,BRD-A19195498-050-13-3
trimipramine,DRD2,BRD-A19195498-050-14-1
trimipramine,DRD2,BRD-A19195498-050-13-3
trimipramine,DRD5,BRD-A19195498-050-14-1
trimipramine,DRD5,BRD-A19195498-050-13-3
trimipramine,HRH1,BRD-A19195498-050-14-1
trimipramine,HRH1,BRD-A19195498-050-13-3
trimipramine,HTR1A,BRD-A19195498-050-14-1
trimipramine,HTR1A,BRD-A19195498-050-13-3
trimipramine,HTR1D,BRD-A19195498-050-14-1
trimipramine,HTR1D,BRD-A19195498-050-13-3
trimipramine,HTR2A,BRD-A19195498-050-14-1
trimipramine,HTR2A,BRD-A19195498-050-13-3
trimipramine,HTR2C,BRD-A19195498-050-14-1
trimipramine,HTR2C,BRD-A19195498-050-13-3
trimipramine,HTR3A,BRD-A19195498-050-14-1
trimipramine,HTR3A,BRD-A19195498-050-13-3
trimipramine,SLC6A2,BRD-A19195498-050-14-1
