pert_iname_compound,gene,y_prob,classifier,formulation,features,gene_rank,gene_pct,compound_rank,compound_pct,gene_compound_global_rank,gene_compound_global_pct,gene_compound_local_pct,n_connected_genes_train,connected_genes_train,n_connected_compounds_train,connected_compounds_train,any_connected_train,which_connected_train
TG-003,DYRK1B,0.9903281107393236,cosine,either,crispr_orf,33,0.6111111111111112,48,0.4067796610169492,7293,0.3907103825136612,0.5089453860640302,1,CLK1,2,AZ191|TC-S-7004,TRUE,both
TG-003,DYRK1B,0.989750224449106,cosine,either,crispr_orf,34,0.6296296296296297,57,0.4830508474576271,7526,0.4031929711775421,0.5563402385436284,1,CLK1,2,AZ191|TC-S-7004,TRUE,both
TG-02,CDK2,0.9670618709273316,cosine,either,crispr_orf,15,0.30612244897959184,116,0.8405797101449275,10807,0.5789671059680703,0.5733510795622596,1,CDK7,5,NSC-625987|RGB-286638|aminopurvalanol-a|purvalanol-a|ryuvidine,TRUE,both
TG-02,CDK2,0.9644868814243772,cosine,either,crispr_orf,25,0.5102040816326531,121,0.8768115942028986,11018,0.5902710811100397,0.6935078379177758,1,CDK7,5,NSC-625987|RGB-286638|aminopurvalanol-a|purvalanol-a|ryuvidine,TRUE,both
TG-02,FLT3,0.9680935160074544,cosine,either,crispr_orf,8,0.16326530612244897,78,0.7358490566037735,10729,0.574788385299475,0.4495571813631112,1,CDK7,4,AC-710|UNC2025|cediranib|ponatinib,TRUE,both
TG-02,FLT3,0.9662714477859402,cosine,either,crispr_orf,18,0.3673469387755102,80,0.7547169811320755,10862,0.581913639772849,0.5610319599537928,1,CDK7,4,AC-710|UNC2025|cediranib|ponatinib,TRUE,both
TG-101348,BRD4,0.9374841149899744,cosine,either,crispr_orf,3,0.04347826086956521,99,0.853448275862069,12398,0.6642022929390335,0.448463268365817,0,,1,BI-2536,TRUE,compound
TG-101348,BRD4,0.9370918746981548,cosine,either,crispr_orf,4,0.05797101449275362,100,0.8620689655172413,12419,0.66532733311904,0.4600199900049975,0,,1,BI-2536,TRUE,compound
ZM-336372,LCK,0.9772636755487484,cosine,either,crispr_orf,42,0.6885245901639344,69,0.6052631578947368,10063,0.5391085395906997,0.6468938740293356,2,BRAF|MAPK14,6,BMS-536924|PD-98059|SB-202190|SRC-kinase-inhibitor-I|WH-4-023|ponatinib,TRUE,both
ZM-336372,LCK,0.976851007843661,cosine,either,crispr_orf,43,0.7049180327868853,70,0.6140350877192983,10093,0.5407157398478517,0.6594765602530918,2,BRAF|MAPK14,6,BMS-536924|PD-98059|SB-202190|SRC-kinase-inhibitor-I|WH-4-023|ponatinib,TRUE,both
acetylcysteine,GRIN2A,0.7382978901777868,cosine,either,crispr_orf,51,0.864406779661017,1,0.0072463768115942,16137,0.8645130183220829,0.4358265782363056,0,,1,TCN201,TRUE,compound
acetylcysteine,GRIN2A,0.6824779878266116,cosine,either,crispr_orf,53,0.8983050847457628,59,0.427536231884058,16521,0.885085181613629,0.6629206583149103,0,,1,TCN201,TRUE,compound
acetylcysteine,SLC7A11,0.6427827205960965,cosine,either,crispr_orf,54,0.9152542372881356,1,0.00746268656716417,16659,0.8924783027965284,0.4613584619276499,0,,0,,FALSE,neither
acetylcysteine,SLC7A11,0.36048600522046054,cosine,either,crispr_orf,59,1,72,0.5373134328358209,17914,0.9597128468873888,0.7686567164179104,0,,0,,FALSE,neither
alrestatin,AKR1B1,0.9886101736842668,cosine,either,crispr_orf,1,0.02222222222222222,84,0.7368421052631579,7893,0.422854387656702,0.37953216374269005,0,,0,,FALSE,neither
alrestatin,AKR1B1,0.9883498414831128,cosine,either,crispr_orf,2,0.04444444444444444,86,0.7543859649122807,7975,0.4272474016929176,0.39941520467836256,0,,0,,FALSE,neither
anandamide,GPR55,0.9902742536534798,cosine,either,crispr_orf,52,0.5714285714285714,39,0.2468354430379747,7318,0.3920497160612879,0.40913200723327303,0,,0,,FALSE,neither
anandamide,GPR55,0.986197673103134,cosine,either,crispr_orf,60,0.6593406593406593,83,0.5253164556962026,8514,0.4561234329797493,0.5923285575184309,0,,0,,FALSE,neither
anisomycin,RPL23A,0.9585508107822732,cosine,either,crispr_orf,7,0.10144927536231883,124,0.8051948051948052,11441,0.6129326047358834,0.4533220402785621,1,RPL3,0,,TRUE,gene
anisomycin,RPL23A,0.9553418409912804,cosine,either,crispr_orf,25,0.36231884057971014,127,0.8246753246753247,11647,0.6239687131683275,0.5934970826275174,1,RPL3,0,,TRUE,gene
arcyriaflavin-a,CCND1,0.4085145843091187,cosine,either,crispr_orf,6,0.10714285714285714,105,0.9210526315789472,17726,0.949641058609236,0.5140977443609023,1,CDK4,1,briciclib,TRUE,both
arcyriaflavin-a,CCND1,0.396809330419734,cosine,either,crispr_orf,17,0.30357142857142855,106,0.9298245614035088,17766,0.9517839922854388,0.6166979949874687,1,CDK4,1,briciclib,TRUE,both
aripiprazole,ADRA2B,0.9949135058210892,cosine,either,crispr_orf,6,0.1111111111111111,64,0.4705882352941176,4277,0.229133183327976,0.29084967320261434,3,CHRM3|HTR2C|HTR3A,3,RX-821002|olanzapine|paliperidone,TRUE,both
aripiprazole,ADRA2B,0.9948145384194806,cosine,either,crispr_orf,7,0.12962962962962962,67,0.49264705882352944,4376,0.23443694417657773,0.31113834422657954,3,CHRM3|HTR2C|HTR3A,3,RX-821002|olanzapine|paliperidone,TRUE,both
aripiprazole,CHRM2,0.964783195850994,cosine,either,crispr_orf,47,0.8703703703703703,25,0.21929824561403508,10997,0.5891460409300332,0.5448343079922027,3,CHRM3|HTR2C|HTR3A,2,olanzapine|trihexyphenidyl,TRUE,both
aripiprazole,CHRM2,0.9474776546222636,cosine,either,crispr_orf,49,0.9074074074074074,56,0.49122807017543857,12018,0.6438444230151077,0.699317738791423,3,CHRM3|HTR2C|HTR3A,2,olanzapine|trihexyphenidyl,TRUE,both
bepridil,TNNC1,0.9980027362794904,cosine,either,crispr_orf,4,0.0625,11,0.08870967741935484,713,0.03819779277831351,0.07560483870967742,0,,0,,FALSE,neither
bepridil,TNNC1,0.9932732855442232,cosine,either,crispr_orf,31,0.484375,58,0.46774193548387094,5704,0.3055823422265081,0.4760584677419355,0,,0,,FALSE,neither
brinzolamide,CA14,0.99710336942045,cosine,either,crispr_orf,7,0.12280701754385964,27,0.2288135593220339,1828,0.09793206900246436,0.17581028843294677,0,,2,coumarin|ethoxzolamide,TRUE,compound
brinzolamide,CA14,0.9948792478496876,cosine,either,crispr_orf,24,0.42105263157894735,57,0.4830508474576271,4310,0.23090110361084323,0.45205173951828725,0,,2,coumarin|ethoxzolamide,TRUE,compound
brinzolamide,CA5A,0.9188311646726796,cosine,either,crispr_orf,48,0.8421052631578947,29,0.2230769230769231,13326,0.7139183542269367,0.5325910931174089,0,,1,ethoxzolamide,TRUE,compound
brinzolamide,CA5A,0.9184223023178484,cosine,either,crispr_orf,49,0.8596491228070176,37,0.2846153846153846,13345,0.714936247723133,0.572132253711201,0,,1,ethoxzolamide,TRUE,compound
carzenide,CA14,0.9972639259344318,cosine,either,crispr_orf,3,0.05454545454545454,24,0.2033898305084746,1626,0.08711025393764063,0.12896764252696458,0,,2,coumarin|ethoxzolamide,TRUE,compound
carzenide,CA14,0.9951585461458202,cosine,either,crispr_orf,17,0.3090909090909091,53,0.4491525423728814,4038,0.21632915461266475,0.3791217257318952,0,,2,coumarin|ethoxzolamide,TRUE,compound
cediranib,CSF1R,0.989289255906588,cosine,either,crispr_orf,25,0.390625,75,0.6147540983606558,7683,0.4116039858566377,0.5026895491803278,2,FLT3|KDR,1,pazopanib,TRUE,both
cediranib,CSF1R,0.9862672394582436,cosine,either,crispr_orf,34,0.53125,82,0.6721311475409836,8497,0.4552126861673631,0.6016905737704918,2,FLT3|KDR,1,pazopanib,TRUE,both
ceritinib,ALK,0.9977212438782967,cosine,either,crispr_orf,10,0.1388888888888889,19,0.31666666666666665,1028,0.05507339547840994,0.22777777777777777,0,,0,,FALSE,neither
citric-acid,AKR1B1,0.998187179356743,cosine,either,crispr_orf,2,0.03508771929824561,35,0.30701754385964913,551,0.02951891138969249,0.17105263157894737,1,RNASE1,0,,TRUE,gene
citric-acid,AKR1B1,0.9979508340749343,cosine,either,crispr_orf,5,0.08771929824561403,43,0.3771929824561403,767,0.04109075324118718,0.2324561403508772,1,RNASE1,0,,TRUE,gene
colchicine,TUBB,0.8785827869872774,cosine,either,crispr_orf,4,0.07272727272727272,93,0.8773584905660378,14273,0.7646523090110361,0.47504288164665526,1,TUBB4B,4,CYT-997|epothilone-b|ixabepilone|oxibendazole,TRUE,both
colchicine,TUBB,0.8730809835472197,cosine,either,crispr_orf,23,0.41818181818181815,94,0.8867924528301887,14472,0.7753134040501446,0.6524871355060035,1,TUBB4B,4,CYT-997|epothilone-b|ixabepilone|oxibendazole,TRUE,both
colchicine,TUBB3,0.8614537744712665,cosine,either,crispr_orf,35,0.6363636363636364,113,0.9112903225806452,14738,0.7895639129968928,0.7738269794721407,1,TUBB4B,1,epothilone-b,TRUE,both
colchicine,TUBB3,0.8611930883795934,cosine,either,crispr_orf,36,0.6545454545454545,114,0.9193548387096774,14739,0.7896174863387978,0.7869501466275659,1,TUBB4B,1,epothilone-b,TRUE,both
conivaptan,AVPR1A,0.97468770459841,cosine,either,crispr_orf,36,0.4864864864864865,103,0.6776315789473685,10268,0.5500910746812386,0.5820590327169275,0,,1,A-987306,TRUE,compound
conivaptan,AVPR1A,0.9737016532174496,cosine,either,crispr_orf,42,0.5675675675675675,104,0.6842105263157895,10341,0.5540019286403086,0.6258890469416785,0,,1,A-987306,TRUE,compound
danusertib,NTRK1,0.7912174794317888,cosine,either,crispr_orf,51,0.7391304347826086,56,0.9491525423728814,15559,0.8335476267009536,0.844141488577745,0,,2,GNF-5837|regorafenib,TRUE,compound
danusertib,RET,0.8233560640438442,cosine,either,crispr_orf,27,0.391304347826087,101,0.8706896551724138,15110,0.809493196185578,0.6309970014992504,0,,2,apatinib|regorafenib,TRUE,compound
danusertib,RET,0.8219885838321607,cosine,either,crispr_orf,32,0.463768115942029,102,0.8793103448275862,15135,0.8108325297332047,0.6715392303848076,0,,2,apatinib|regorafenib,TRUE,compound
delanzomib,CTSG,0.871146333479504,cosine,either,crispr_orf,23,0.3108108108108108,115,0.8712121212121212,14548,0.7793849780349298,0.591011466011466,0,,1,aloxistatin,TRUE,compound
delanzomib,CTSG,0.8701049065446469,cosine,either,crispr_orf,27,0.36486486486486486,117,0.8863636363636364,14577,0.7809386049501768,0.6256142506142506,0,,1,aloxistatin,TRUE,compound
dexamethasone,ANXA1,0.9950198398007812,cosine,either,crispr_orf,34,0.2361111111111111,4,0.04081632653061224,4172,0.22350798242794387,0.13846371882086167,0,,0,,FALSE,neither
dexamethasone,ANXA1,0.9943370499955552,cosine,either,crispr_orf,36,0.25,13,0.1326530612244898,4845,0.25956284153005466,0.19132653061224492,0,,0,,FALSE,neither
dexamethasone,ANXA1,0.3861479817354061,cosine,either,crispr_orf,90,0.625,97,0.9897959183673468,17815,0.954409086038787,0.8073979591836735,0,,0,,FALSE,neither
dexamethasone,ANXA1,0.38361342628776623,cosine,either,crispr_orf,92,0.6388888888888888,98,1,17826,0.9549983927997427,0.8194444444444444,0,,0,,FALSE,neither
edoxaban,F10,0.9911970021093626,cosine,either,crispr_orf,45,0.6521739130434783,45,0.4017857142857143,6933,0.3714239794278367,0.5269798136645962,0,,1,menadione,TRUE,compound
edoxaban,F10,0.9905241630620888,cosine,either,crispr_orf,46,0.6666666666666666,52,0.4642857142857143,7208,0.3861566484517304,0.5654761904761905,0,,1,menadione,TRUE,compound
epoprostenol,PTGIS,0.9955509358269538,cosine,either,crispr_orf,25,0.4032258064516129,25,0.17857142857142858,3688,0.19757848494589092,0.29089861751152074,2,P2RY12|PTGIR,1,phenylbutazone,TRUE,both
epoprostenol,PTGIS,0.9952551289001909,cosine,either,crispr_orf,27,0.43548387096774194,35,0.25,3963,0.21231115396978464,0.342741935483871,2,P2RY12|PTGIR,1,phenylbutazone,TRUE,both
epothilone-b,TUBB4B,0.7750923351831079,cosine,either,crispr_orf,38,0.5428571428571428,127,0.9071428571428573,15818,0.8474231222543662,0.725,2,TUBB|TUBB3,2,colchicine|ixabepilone,TRUE,both
epothilone-b,TUBB4B,0.7728694087574497,cosine,either,crispr_orf,45,0.6428571428571429,128,0.9142857142857144,15863,0.8498339226400943,0.7785714285714286,2,TUBB|TUBB3,2,colchicine|ixabepilone,TRUE,both
fludarabine,ADA,0.7120289517056857,cosine,either,crispr_orf,22,0.3548387096774194,109,0.8790322580645161,16302,0.8733526197364192,0.6169354838709677,0,,0,,FALSE,neither
fludarabine,ADA,0.7112376796723021,cosine,either,crispr_orf,27,0.43548387096774194,110,0.8870967741935484,16316,0.8741026465230901,0.6612903225806451,0,,0,,FALSE,neither
fludarabine-phosphate,DCK,0.9869387154754724,cosine,either,crispr_orf,23,0.25,96,0.6666666666666666,8325,0.44599807135969144,0.4583333333333333,0,,0,,FALSE,neither
fludarabine-phosphate,DCK,0.9867722121919392,cosine,either,crispr_orf,26,0.2826086956521739,98,0.6805555555555556,8367,0.4482481517197043,0.4815821256038647,0,,0,,FALSE,neither
formononetin,ADH1C,0.9983301430151476,cosine,either,crispr_orf,9,0.13636363636363635,8,0.07547169811320754,435,0.02330440372870459,0.10591766723842194,0,,1,fomepizole,TRUE,compound
formononetin,ADH1C,0.9954138447157316,cosine,either,crispr_orf,34,0.5151515151515151,32,0.3018867924528302,3819,0.20459659273545483,0.40851915380217263,0,,1,fomepizole,TRUE,compound
gabapentin-enacarbil,CACNB4,0.8824722018823966,cosine,either,crispr_orf,66,0.9295774647887324,3,0.02272727272727272,14163,0.7587592414014787,0.47615236875800254,1,CACNA2D3,0,,TRUE,gene
gabapentin-enacarbil,CACNB4,0.8215108606223408,cosine,either,crispr_orf,68,0.9577464788732394,55,0.4166666666666667,15138,0.81099324975892,0.687206572769953,1,CACNA2D3,0,,TRUE,gene
guanidine,RNASE1,0.9979978294179574,cosine,either,crispr_orf,5,0.0925925925925926,27,0.2288135593220339,718,0.03846565948783885,0.16070307595731326,1,ALDH2,1,citric-acid,TRUE,both
guanidine,RNASE1,0.9975868013962682,cosine,either,crispr_orf,10,0.18518518518518515,36,0.3050847457627119,1193,0.06391299689274617,0.24513496547394853,1,ALDH2,1,citric-acid,TRUE,both
hexestrol,AKR1C1,0.8971743374507843,cosine,either,crispr_orf,43,0.8113207547169812,4,0.06451612903225806,13794,0.7389906782385085,0.4379184418746196,0,,0,,FALSE,neither
ibudilast,PDE3A,0.9955745275244108,cosine,either,crispr_orf,2,0.04545454545454545,61,0.5545454545454546,3652,0.19564984463730847,0.3,2,IL1B|PDE4D,3,Ro-20-1724|cilostazol|dyphylline,TRUE,both
ibudilast,PDE3A,0.9955310800702046,cosine,either,crispr_orf,3,0.06818181818181818,62,0.5636363636363636,3706,0.19854280510018216,0.3159090909090909,2,IL1B|PDE4D,3,Ro-20-1724|cilostazol|dyphylline,TRUE,both
ilomastat,MMP2,0.9735062018706706,cosine,either,crispr_orf,32,0.4705882352941176,85,0.6967213114754098,10349,0.5544305153755491,0.5836547733847637,0,,1,batimastat,TRUE,compound
ilomastat,MMP2,0.9717210509759636,cosine,either,crispr_orf,45,0.6617647058823529,86,0.7049180327868853,10449,0.559787849566056,0.6833413693346191,0,,1,batimastat,TRUE,compound
ingenol-mebutate,PRKCE,0.995543906073382,cosine,either,crispr_orf,5,0.07936507936507936,1,0.0079365079365079309,3694,0.19789992499732137,0.04365079365079365,1,PRKCB,2,afimoxifene|sotrastaurin,TRUE,both
ingenol-mebutate,PRKCE,0.9945428294942928,cosine,either,crispr_orf,17,0.2698412698412698,2,0.01587301587301587,4639,0.24852673309761064,0.14285714285714285,1,PRKCB,2,afimoxifene|sotrastaurin,TRUE,both
ixabepilone,TUBB3,0.8768400502932262,cosine,either,crispr_orf,33,0.6875,109,0.8790322580645161,14333,0.7678667095253402,0.783266129032258,2,TUBB|TUBB4B,1,epothilone-b,TRUE,both
ixabepilone,TUBB3,0.8768346001069134,cosine,either,crispr_orf,34,0.7083333333333334,110,0.8870967741935484,14334,0.7679202828672452,0.7977150537634409,2,TUBB|TUBB4B,1,epothilone-b,TRUE,both
leflunomide,PTK2B,0.982728635260535,cosine,either,crispr_orf,62,0.7560975609756098,43,0.3208955223880597,9205,0.4931426122361513,0.5384965416818347,0,,0,,FALSE,neither
leflunomide,PTK2B,0.9826819633508004,cosine,either,crispr_orf,63,0.7682926829268293,45,0.3358208955223881,9212,0.4935176256294867,0.5520567892246087,0,,0,,FALSE,neither
lercanidipine,CACNG1,0.8704804898750877,cosine,either,crispr_orf,45,0.8035714285714286,60,0.4411764705882353,14564,0.7802421515054109,0.6223739495798319,0,,2,diltiazem|ibutilide,TRUE,compound
lercanidipine,CACNG1,0.8693667642643632,cosine,either,crispr_orf,46,0.8214285714285714,66,0.4852941176470588,14590,0.7816350583949426,0.6533613445378151,0,,2,diltiazem|ibutilide,TRUE,compound
methoxsalen,CYP3A4,0.9971356646172288,cosine,either,crispr_orf,16,0.22535211267605632,11,0.08333333333333333,1795,0.09616414871959712,0.15434272300469484,2,CYP1A2|CYP2A6,4,BMS-536924|GSK1070916|nevirapine|paliperidone,TRUE,both
methoxsalen,CYP3A4,0.9933029326383492,cosine,either,crispr_orf,41,0.5774647887323944,62,0.4696969696969697,5681,0.3043501553626915,0.5235808792146821,2,CYP1A2|CYP2A6,4,BMS-536924|GSK1070916|nevirapine|paliperidone,TRUE,both
miconazole,KCNN1,0.5012767425260062,cosine,either,crispr_orf,60,0.9523809523809524,10,0.07692307692307693,17231,0.9231222543662274,0.5146520146520146,2,KCNH7|KCNMA1,3,1-EBIO|NS-309|procaine,TRUE,both
miconazole,KCNN1,0.4771236087107496,cosine,either,crispr_orf,61,0.9682539682539684,68,0.5230769230769231,17372,0.930676095574842,0.7456654456654457,2,KCNH7|KCNMA1,3,1-EBIO|NS-309|procaine,TRUE,both
miconazole,KCNN4,0.7828531887620811,cosine,either,crispr_orf,55,0.873015873015873,1,0.00746268656716417,15671,0.8395478409943212,0.4402392797915186,2,KCNH7|KCNMA1,3,enflurane|flindokalner|procaine,TRUE,both
miconazole,KCNN4,0.6875635725328775,cosine,either,crispr_orf,56,0.8888888888888888,60,0.4477611940298507,16483,0.8830493946212364,0.6683250414593698,2,KCNH7|KCNMA1,3,enflurane|flindokalner|procaine,TRUE,both
minocycline,VEGFA,0.9672036327983874,cosine,either,crispr_orf,55,0.7333333333333333,35,0.23333333333333336,10801,0.5786456659166399,0.4833333333333333,1,CASP3,1,trometamol,TRUE,both
minocycline,VEGFA,0.960417704403203,cosine,either,crispr_orf,56,0.7466666666666667,86,0.5733333333333334,11316,0.6062359369977499,0.66,1,CASP3,1,trometamol,TRUE,both
misoprostol,PTGIR,0.9815938481929268,cosine,either,crispr_orf,58,0.6904761904761905,63,0.4846153846153846,9428,0.5050894674809815,0.5875457875457876,0,,1,epoprostenol,TRUE,compound
misoprostol,PTGIR,0.9797674865622388,cosine,either,crispr_orf,65,0.7738095238095238,79,0.6076923076923076,9749,0.5222865102325083,0.6907509157509157,0,,1,epoprostenol,TRUE,compound
motesanib,KDR,0.9330621398446092,cosine,either,crispr_orf,72,0.8470588235294118,25,0.1953125,12689,0.6797921354334083,0.5211856617647059,0,,5,BMS-536924|SKLB1002|apatinib|cediranib|orantinib,TRUE,compound
motesanib,KDR,0.93304859356299,cosine,either,crispr_orf,73,0.8588235294117647,26,0.203125,12691,0.6798992821172185,0.5309742647058824,0,,5,BMS-536924|SKLB1002|apatinib|cediranib|orantinib,TRUE,compound
nevirapine,CYP2A6,0.8326059882274431,cosine,either,crispr_orf,54,0.8709677419354839,11,0.16666666666666666,14996,0.8033858352084003,0.5188172043010753,2,CYP1A2|CYP3A4,1,methoxsalen,TRUE,both
niflumic-acid,PLA2G1B,0.9975033521311653,cosine,either,crispr_orf,28,0.35443037974683544,2,0.01694915254237288,1300,0.06964534447658845,0.18568976614460417,1,UGT1A9,1,sulfasalazine,TRUE,both
niflumic-acid,PLA2G1B,0.9965555908994556,cosine,either,crispr_orf,41,0.5189873417721519,17,0.1440677966101695,2544,0.1362905818064931,0.33152756919116066,1,UGT1A9,1,sulfasalazine,TRUE,both
nimodipine,CACNB4,0.8638920905527023,cosine,either,crispr_orf,50,0.8771929824561403,28,0.21212121212121213,14705,0.7877959927140255,0.5446570972886762,0,,0,,FALSE,neither
nimodipine,CACNB4,0.7902344945203397,cosine,either,crispr_orf,53,0.9298245614035088,84,0.6363636363636364,15570,0.8341369334619093,0.7830940988835726,0,,0,,FALSE,neither
oxibendazole,TUBB4B,0.927811025864696,cosine,either,crispr_orf,29,0.4603174603174603,121,0.8642857142857143,12991,0.6959712846887389,0.6623015873015873,1,TUBB,2,colchicine|ixabepilone,TRUE,both
oxibendazole,TUBB4B,0.9223669067342516,cosine,either,crispr_orf,37,0.5873015873015873,123,0.8785714285714286,13216,0.7080252866173792,0.732936507936508,1,TUBB,2,colchicine|ixabepilone,TRUE,both
oxytocin,AVPR1A,0.9953850689437784,cosine,either,crispr_orf,20,0.4,21,0.13815789473684212,3845,0.2059894996249866,0.2690789473684211,0,,1,A-987306,TRUE,compound
oxytocin,AVPR1A,0.9948342852156646,cosine,either,crispr_orf,22,0.44,46,0.3026315789473684,4355,0.2333119039965713,0.3713157894736842,0,,1,A-987306,TRUE,compound
pazopanib,KDR,0.9372906503245076,cosine,either,crispr_orf,53,0.828125,3,0.0234375,12408,0.6647380263580842,0.42578125,2,CSF1R|FGF1,5,BMS-536924|SKLB1002|apatinib|cediranib|orantinib,TRUE,both
pazopanib,KDR,0.9366010435837512,cosine,either,crispr_orf,54,0.84375,5,0.0390625,12440,0.6664523732990464,0.44140625,2,CSF1R|FGF1,5,BMS-536924|SKLB1002|apatinib|cediranib|orantinib,TRUE,both
pentostatin,ADA,0.9971737152153264,cosine,either,crispr_orf,1,0.01538461538461538,41,0.33064516129032256,1749,0.093699774991964,0.17301488833746895,0,,0,,FALSE,neither
pentostatin,ADA,0.9968323428580516,cosine,either,crispr_orf,3,0.04615384615384615,49,0.3951612903225806,2178,0.1166827386692382,0.2206575682382134,0,,0,,FALSE,neither
pidolic-acid,VEGFA,0.9727328988185652,cosine,either,crispr_orf,41,0.6833333333333333,3,0.02,10402,0.5572699024965178,0.3516666666666667,0,,1,trometamol,TRUE,compound
pidolic-acid,VEGFA,0.966148416031012,cosine,either,crispr_orf,43,0.7166666666666667,41,0.2733333333333333,10878,0.5827708132433301,0.495,0,,1,trometamol,TRUE,compound
procaine,HTR3A,0.9984425549769836,cosine,either,crispr_orf,3,0.05084745762711865,10,0.09615384615384616,331,0.01773277617057752,0.07350065189048241,3,KCNMA1|KCNN1|KCNN4,4,aripiprazole|diltiazem|olanzapine|picrotoxinin,TRUE,both
procaine,HTR3A,0.9984143636916354,cosine,either,crispr_orf,5,0.0847457627118644,13,0.125,359,0.01923282974391942,0.1048728813559322,3,KCNMA1|KCNN1|KCNN4,4,aripiprazole|diltiazem|olanzapine|picrotoxinin,TRUE,both
puromycin,RPL23A,0.3729770702220607,cosine,either,crispr_orf,7,0.10144927536231883,143,0.9285714285714286,17859,0.95676631308261,0.5150103519668737,1,RPL3,0,,TRUE,gene
puromycin,RPL23A,0.368369838318684,cosine,either,crispr_orf,9,0.13043478260869565,144,0.935064935064935,17873,0.9575163398692812,0.5327498588368154,1,RPL3,0,,TRUE,gene
quinine,KCNN4,0.7759025386996612,cosine,either,crispr_orf,71,0.922077922077922,21,0.15671641791044777,15799,0.8464052287581699,0.5393971699941849,0,,3,enflurane|flindokalner|procaine,TRUE,compound
quinine,KCNN4,0.6835542990919897,cosine,either,crispr_orf,76,0.987012987012987,68,0.5074626865671642,16515,0.8847637415621986,0.7472378367900756,0,,3,enflurane|flindokalner|procaine,TRUE,compound
regorafenib,DDR2,0.8221009531880938,cosine,either,crispr_orf,49,0.9423076923076924,6,0.04054054054054054,15133,0.8107253830493947,0.4914241164241164,4,ABL1|BRAF|NTRK1|RET,0,,TRUE,gene
regorafenib,DDR2,0.4569980167084263,cosine,either,crispr_orf,51,0.9807692307692308,75,0.5067567567567568,17555,0.9404800171434694,0.7437629937629937,4,ABL1|BRAF|NTRK1|RET,0,,TRUE,gene
regorafenib,KDR,0.9379890589630544,cosine,either,crispr_orf,44,0.8461538461538461,1,0.0078125,12377,0.6630772527590271,0.4269831730769231,4,ABL1|BRAF|NTRK1|RET,5,BMS-536924|SKLB1002|apatinib|cediranib|orantinib,TRUE,both
regorafenib,KDR,0.9378527603459564,cosine,either,crispr_orf,45,0.8653846153846154,2,0.015625,12384,0.6634522661523626,0.4405048076923077,4,ABL1|BRAF|NTRK1|RET,5,BMS-536924|SKLB1002|apatinib|cediranib|orantinib,TRUE,both
romidepsin,HDAC6,0.9392726767156656,cosine,either,crispr_orf,13,0.26,87,0.7631578947368421,12324,0.6602378656380585,0.5115789473684211,1,HDAC3,1,bufexamac,TRUE,both
romidepsin,HDAC6,0.9373098605155424,cosine,either,crispr_orf,26,0.52,88,0.7719298245614035,12406,0.664630879674274,0.6459649122807017,1,HDAC3,1,bufexamac,TRUE,both
sorbinil,AKR1B1,0.997678944656692,cosine,either,crispr_orf,1,0.01886792452830188,48,0.42105263157894735,1091,0.05844851601842923,0.21996027805362461,0,,0,,FALSE,neither
sorbinil,AKR1B1,0.9972761545630088,cosine,either,crispr_orf,3,0.05660377358490566,53,0.4649122807017544,1605,0.0859852137576342,0.26075802714333,0,,0,,FALSE,neither
spiroxatrine,ADRA2B,0.9926926574061504,cosine,either,crispr_orf,13,0.22413793103448276,81,0.5955882352941176,6115,0.32760098574949104,0.4098630831643002,0,,3,RX-821002|olanzapine|paliperidone,TRUE,compound
spiroxatrine,ADRA2B,0.9913396523691776,cosine,either,crispr_orf,25,0.43103448275862066,82,0.6029411764705882,6867,0.3678881388621022,0.5169878296146044,0,,3,RX-821002|olanzapine|paliperidone,TRUE,compound
sulfasalazine,TBXAS1,0.9979342193020944,cosine,either,crispr_orf,13,0.19696969696969696,6,0.06666666666666667,785,0.04205507339547841,0.1318181818181818,1,PLA2G1B,2,nicotine|ozagrel,TRUE,both
sulfasalazine,TBXAS1,0.9945035200032109,cosine,either,crispr_orf,36,0.5454545454545454,33,0.36666666666666664,4682,0.25083038679952857,0.45606060606060606,1,PLA2G1B,2,nicotine|ozagrel,TRUE,both
xanomeline,CHRM2,0.965278119204087,cosine,either,crispr_orf,44,0.7096774193548387,20,0.17543859649122806,10955,0.5868959605700204,0.4425580079230334,1,HTR2C,2,olanzapine|trihexyphenidyl,TRUE,both
xanomeline,CHRM2,0.944065148576087,cosine,either,crispr_orf,47,0.7580645161290323,78,0.6842105263157895,12139,0.6503267973856209,0.7211375212224109,1,HTR2C,2,olanzapine|trihexyphenidyl,TRUE,both
1-EBIO,KCNN4,6.7789515e-5,transformer,either,crispr_orf,6,0.09523809523809525,12,0.08955223880597014,1179,0.06316297010607522,0.09239516702203268,1,KCNN1,3,enflurane|flindokalner|procaine,TRUE,both
1-EBIO,KCNN4,3.434662e-5,transformer,either,crispr_orf,11,0.1746031746031746,16,0.11940298507462686,1927,0.10323582985106612,0.14700307983890074,1,KCNN1,3,enflurane|flindokalner|procaine,TRUE,both
A-987306,HTR3A,7.6997926e-4,transformer,either,crispr_orf,7,0.14,9,0.08653846153846154,447,0.02394728383156541,0.11326923076923076,3,AVPR1A|CCR1|CHRM3,4,aripiprazole|diltiazem|olanzapine|picrotoxinin,TRUE,both
A-987306,HTR3A,2.9095757e-4,transformer,either,crispr_orf,11,0.22,14,0.1346153846153846,594,0.03182256509161042,0.1773076923076923,3,AVPR1A|CCR1|CHRM3,4,aripiprazole|diltiazem|olanzapine|picrotoxinin,TRUE,both
